type,id,en_description,fi_description
Phrase,p39,stage II rectal cancer,vaiheen II peräsuolen syöpä
Phrase,p40,stage 0 rectal cancer,vaiheen 0 peräsuolen syöpä
Phrase,p41,Genetics of Colorectal Cancer,paksusuolen ja peräsuolen syövän genetiikat
Phrase,p42,High-grade glandular intraepithelial neoplasia,korkea-asteinen kudoskerroksen sisäisten kudosten epänormaali kasvu kehossa
Phrase,p43,Stage 0 Rectal Cancer,vaiheen 0 peräsuolen syöpä
Phrase,p44,Ruvalcaba–Myhre–Smith syndrome: PTEN gene,​Ruvalcaba-Myher-Smithin oireyhtyma: PTEN-geeni
Phrase,p45,Tumor invades muscularis propria,kasvain tunkeutuu lihaskudoskerroksiin
Phrase,p46,Addition of radiation therapy,sädehoidon lisäys
Phrase,p47,Diffuse large B-cell lymphoma,epätarkka suuri B-soluinen imukudossyöpä
Phrase,p48,Stage III Rectal Cancer,vaiheen III peräsuolen syöpä
Phrase,p49,"Enterochromaffin (EC)-cell, serotonin-producing neoplasm","suolistosolu (EC), serotoniinia tuottava epänormaali kudosmassa"
Phrase,p50,Oxaliplatin with chemoradiation therapy,oksaliplatiini kemosäteilytyshoidon kanssa   
Phrase,p51,General Information About Rectal Cancer,​yleistieto peräsuolen syövästä
Phrase,p52,Polypectomy for select T1 cancers,epänormaalin kudoskasvun kirurginen poisto valituille T1-syöville
Phrase,p53,No regional lymph node metastasis,ei alueellista imusolmukkeen etäpesäkettä 
Phrase,p54,Clinical trials evaluating new drugs,kliiniset kokeet arvioivat uusia lääkkeitä
Phrase,p55,Table 4. Anatomic Stage/Prognostic Groups,taulu 4. anatominen vaihe/ennusteryhmät
Phrase,p56,Chemotherapy alone for local control,kemoterapia yksin paikalliseen kontrolliin
Phrase,p57,Stage Information for Rectal Cancer,vaihetieto peräsuolen syöpään
Phrase,p58,German Rectal Cancer Study Group,saksalainen peräsuolen syövän tutkimusryhmä
Phrase,p59,Local excision or simple polypectomy,paikallinen kirurginen poisto tai yksinkertainen epänormaalin kudoskasvun kirurginen poisto
Phrase,p60,Peutz-Jeghers syndrome: STK11 / LKB1 gene,Peutz-Jeghersin oireyhtymä：STK11/LKB1-geeni  
Phrase,p61,Turcot syndrome: APC gene; MMR genes, perinnöllinen epänormaalin kudoksen kasvuoireyhtymä：APC-geeni; MMR-geenit
Phrase,p62,Metastases in 4–6 regional lymph nodes,etäpesäkkeet 4-6 alueellisissa imusolmukkeissa
Phrase,p63,Metastases in ≥7 regional lymph nodes,etäpesäkkeet ≥7 alueellisissa imusolmukkeissa
Phrase,p64,The use of high-energy radiation machines,korkeaenergisten säteilytyslaitteiden käyttö
Phrase,p65,Familial adenomatous polyposis (FAP): APC gene,​perinnöllinen suolistosairaus (FAP): APC-geeni  
Phrase,p66,Metastases in 1–3 regional lymph nodes,etäpesäkkeet 1-3 alueellisissa imusolmukkeissa
Phrase,p67,Metastases in ≥4 regional lymph nodes,etäpesäkkeet ≥4 alueellisissa imusolmukkeissa
Phrase,p68,The use of multiple pelvic fields,lantion alueen moninainen käyttö
Phrase,p69,"New cases: 40,340 (rectal cancer only)","​uudet tapaukset：40,340 (pesäsuolen syöpä vain)"
Phrase,p70,MAC is the modified Astler-Coller classification,mikrokystinen adneksaalinen syöpä on muokattu Astler-Collerin luokittelu   
Phrase,p71,Metastasis in 1 regional lymph node,etäpesäke 1 alueellisessa imusolmukkeessa
Phrase,p72,"Palliative, endoscopic-placed stents to relieve obstruction","palliatiivinen, endoskooppisesti asennetut stentit lieventävät tukkeumaa"
Phrase,p73,To detect new or metachronous malignancies,havaita uusia tai uusiutuvia pahanlaatuisia syöpäsoluja
Phrase,p74,Metastases in 2–3 regional lymph nodes,etäpesäkkeet 2-3 alueellisissa imusolmukkeissa
Phrase,p75,Perforation or obstruction of the bowel,suolen puhkeama tai tukos
Phrase,p76,Presence or absence of distant metastases,etäisten etäpesäkkeiden läsnäolo tai puuttuminen
Phrase,p77,Table 2. Regional Lymph Nodes (N),taulu 2. alueelliset imusolmukkeet（N）    
Phrase,p78,Patients receiving panitumumab experienced improved OS,panitumumabia saavien potilaiden kokema parantunut OS
Phrase,p79,Stage IV and Recurrent Rectal Cancer,vaihe IV ja uusiutuva peräsuolen syöpä
Phrase,p80,Cellular Classification and Pathology of Rectal Cancer,soluluokittelu ja peräsuolen syövän patologia
Phrase,p81,Resection of isolated pulmonary or ovarian metastases,eristetyn keuhkosyövän tai munasarjan etäpesäkkeiden poistoleikkaus
Phrase,p82,Hyperplastic polyposis syndrome: BRAF and KRAS2 genes,hyperplastinen polypoosin oireyhtymä​：BRAF- ja KRAS2-geenit   
Phrase,p83,Adjuvant chemotherapy following chemoradiation therapy and surgery,hoidon tehokkuutta parantava kemoterapia kemosäteilytyshoidon ja leikkauksen jälkeen
Phrase,p84,Adherence to or invasion of adjacent organs,kiinnittyminen tai tunkeutuminen viereisiin elimiin 
Phrase,p85,Capecitabine plus weekly oxaliplatin with radiation therapy,kapesitabiini sekä viikoittainen oksaliplatiini sädehoidon kanssa
Phrase,p86,To assess the efficacy of initial therapy,arvioida alkuhoidon tehoa
Phrase,p87,"Deaths: 50,830 (colon and rectal cancers combined)","kuolemat：50,830 (paksusuolen ja pesäsuolen syövät yhdistettynä)"
Phrase,p88,Attenuated familial adenomatous polyposis (AFAP): APC gene,lieventynyt perinnöllinen epänormaali rauhaskasvain (AFAP): APC-geeni  
Phrase,p89,The Role of Oxaliplatin for Localized Disease,oksaliplatiinin merkitys paikallisessa sairaudessa
Phrase,p90,Metastases in >1 organ/site or the peritoneum,etäpesäkkeet >1 elimessä/kohdassa tai vatsan kudoksessa
Phrase,p1,Infected drinking water,saastunut juomavesi
Phrase,p2,Hepatitis C virus,maksatulehduksen C-virus
Phrase,p3,Mode of Transmission,tarttumisen tapa
Phrase,p4,Hepatitis B virus,maksatulehduksen B-virus
Phrase,p5,Dominant Geographical Areas,hallitsevat maantieteelliset alueet
Phrase,p6,No virus confirmed,virusta ei ole vahvistettu
Phrase,p7,Full recovery (usually),täysi palautuminen（yleensä）
Phrase,p8,Hepatic Virus Types,maksatulehduksen virustyypit
Phrase,p9,To be determined,määritellään
Phrase,p10,Evidence of Benefit,todiste hyödystä
Phrase,p11,Liver (Hepatocellular) Cancer Prevention,maksasyövän（maksasolun）ehkäisy
Phrase,p12,Liver (Hepatocellular) Cancer Screening,maksasyövän（maksasolun）seulonta
Phrase,p13,Hepatitis B and C,maksatulehdus B ja C
Phrase,p14,Prevention of Hepatitis B,maksatulehduksen B ehkäisy
Phrase,p15,Cirrhosis and other factors,kirroosi ja muut tekijät
Phrase,p16,"Incidence (per 100,000 population)","ilmaantuvuus (per 100,000 asukasta)"
Phrase,p17,Adapted from Russo et al,muokattu Russo et al.:lta
Phrase,p18,Liver (Hepatocellular) Cancer (PDQ®): Prevention,maksasyöpä（maksasolun）(PDQ®): ehkäisy
Phrase,p19,"Body fluids, e.g., blood, semen","kehon nesteet，kuten veri, siemenneste"
Phrase,p20,Little or no association with cancer,vähäinen tai ei mitään yhteyttä syöpään
Phrase,p21,It is a sexually transmitted disease,se on sukupuolitauti
Phrase,p22,Table 3. Likely Etiology of Hepatocellular Carcinoma,taulu 3. todennäköinen maksasolusyövän alkuperä
Phrase,p23,Hepatitis B Vaccine to Prevent Hepatocellular Cancer,maksatulehduksen B rokotus estämään maksasolusyöpä
Phrase,p24,Viruses Associated With Hepatitis and/or Hepatocellular Cancer,maksatulehdukseen ja/tai maksasolusyöpään liittyvät virukset
Phrase,p25,Hepatitis D causes swelling of the liver,maksatulehdus D aiheuttaa maksan turvotusta
Phrase,p1,Evidence (laparoscopic techniques):,todiste (vatsalaukun tutkimustekniikat):
Phrase,p2,recurrent colon cancer,uusiutuva paksusuolen syöpä
Phrase,p3,Standard Treatment Options,vakiohoitovaihtoehdot
Phrase,p4,Palliative radiation therapy,palliatiivinen sädehoito
Phrase,p5,Signet ring adenocarcinoma,ruoansulatuselimen rauhassyöpä
Phrase,p6,stage IV colon cancer,vaiheen IV paksusuolen syöpä
Phrase,p7,Inadequate lymph node sampling,riittämätön imusolmukkeen näytteenotto
Phrase,p8,stage 0 colon cancer,vaiheen 0 paksusuolen syöpä
Phrase,p9,A poorly differentiated histology,huonosti eriytetty mikroskooppitutkimus
Phrase,p10,Stage 0 colon cancer,vaiheen 0 paksusuolen syöpä
Phrase,p11,Chemotherapy regimens after 2000,kemoterapian hoito-ohjelmat vuoden 2000 jälkeen
Phrase,p12,Stage II Colon Cancer,vaiheen II paksusuolen syöpä
Phrase,p13,stage II colon cancer,vaiheen II paksusuolen syöpä
Phrase,p14,stage I colon cancer,vaiheen I paksusuolen syöpä
Phrase,p15,Treatment options by stage,hoitovaihtoehdot vaiheittain
Phrase,p16,Stage III colon cancer,vaiheen III paksusuolen syöpä
Phrase,p17,Stage IV colon cancer,vaiheen IV paksusuolen syöpä
Phrase,p18,stage III colon cancer,vaiheen III paksusuolen syöpä
Phrase,p19,Colon Cancer (PDQ®): Treatment,paksusuolen syöpä (PDQ®): hoito​
Phrase,p20,Treatment of Liver Metastasis,maksan etäpesäkkeen hoito
Phrase,p21,Stage I Colon Cancer,vaiheen I paksusuolen syöpä
Phrase,p22,Adenocarcinoma (most colon cancers),rauhassyöpä（useimmat paksusuolen syövät）
Phrase,p23,Stage III Colon Cancer,vaiheen III paksusuolen syöpä
Phrase,p24,Stage 0 Colon Cancer,vaiheen 0 paksusuolen syöpä
Phrase,p25,Chemotherapy and targeted therapy,kemoterapia ja kohdennettu hoito
Phrase,p26,Stage 0 Colon Cancer Treatment,vaiheen 0 paksusuolen syövän hoito
Phrase,p27,Stage Information for Colon Cancer,vaihetieto paksusuolen syöpään
Phrase,p28,T1 = Tumor invades submucosa,T1 = kasvain tunkeutuu limakalvon alla olevaan tukikudokseen   
Phrase,p29,Cellular Classification of Colon Cancer,paksusuolen syövän soluluokittelu
Phrase,p30,Chemotherapy regimens prior to 2000,kemoterapian hoito-ohjelmat ennen vuotta 2000 
Phrase,p31,Stage II Colon Cancer Treatment,vaiheen II paksusuolen syövän hoito
Phrase,p32,These groups include the following:,nämä ryhmät sisältävät seuraavaa:
Phrase,p33,Wide surgical resection and anastomosis,laaja kirurginen poistoleikkaus ja anastomoosi
Phrase,p34,Involvement of the visceral peritoneum,vatsaelinten kudoskerrosten osallistuminen
Phrase,p35,Stage III Colon Cancer Treatment,vaiheen III paksusuolen syövän hoito
Phrase,p36,Treatment Options Under Clinical Evaluation,hoitovaihtoehdot kliinisen arvioinnin alla
Phrase,p37,"Any T, Any N, M1b","mikä tahansa kasvaimen koko, mikä tahansa imusolmuke, syöpä etäisissä imusolmukkeissa"
Phrase,p38,Treatment options for recurrent cancer,hoitovaihtoehdot uusiutuvalle syövälle
Phrase,p39,Stage I Colon Cancer Treatment,vaiheen I paksusuolen syövän hoito
Phrase,p40,M0 = No distant metastasis,M0 = ei etäistä etäpesäkettä   
Phrase,p41,General Information About Colon Cancer,yleistieto paksusuolen syövästä
Phrase,p42,"Any T, Any N, M1a","mikä tahansa kasvaimen koko, mikä tahansa imusolmuke, syöpä etäisissä imusolmukkeissa" 
Phrase,p43,Evidence (5-FU alone and 5-FU-semustine):,todiste (5-FU yksin and 5-FU-semustine):  
Phrase,p44,Treatment Option Overview for Colon Cancer,hoitovaihtoehdon yleiskatsaus paksusuolen syöpään
Phrase,p45,T2 = Tumor invades muscularis propria,T2 = kasvain tunkeutuu lihaskudoskerroksiin  
Phrase,p46,"New cases: 102,480 (colon cancer only)","uudet tapaukset：102,480 (vain paksusuolen syöpä)"
Phrase,p47,AJCC Stage Groupings and TNM Definitions,AJCC-vaiheryhmittelyt ja TNM-määritelmät    
Phrase,p48,Added Aflibercept as a new subsection,lisätty veren määrä verkkokalvolla uutena alakohtana
Phrase,p49,Surgical resection of locally recurrent cancer,paikallisesti uusiutuvan syövän poistoleikkaus
Phrase,p50,Other prognostic factors include the following:,muut ennustetekijät sisältävät seuraavaa：
Phrase,p51,MAC is the modified Astler-Coller classification,MAC on muokattu Astler-Collerin luokittelu
Phrase,p52,Stage IV and Recurrent Colon Cancer Treatment,vaihe IV ja uusiutuvan paksusuolen syövän hoito
Phrase,p53,Table 4. Definitions of TNM Stage III,taulu 4. TNM:n vaiheen III määritelmät
Phrase,p54,T0 = No evidence of primary tumor,T0 = ei todistetta ensisijaisesta kasvaimesta
Phrase,p55,Table 1. Definitions of TNM Stage 0,taulu 1. TNM:n vaiheen O määritelmät
Phrase,p56,Table 3. Definitions of TNM Stage II,taulu 3. TNM:n vaiheen II määritelmät
Phrase,p57,Levamisole alone did not confer these benefits,ihosairauksien hoitoon käytetty lääke ei yksin tuonut näitä etuja
Phrase,p58,"Deaths: 50,830 (colon and rectal cancers combined)","kuolemat：50,830 (paksusuolen ja peräsuolen syövät yhdistettynä)"
Phrase,p59,The presence or absence of nodal involvement,imusolmukkeiden läsnäolo tai puuttuminen
Phrase,p60,N0 = No regional lymph node metastasis,N0：ei alueellista imusolmukkeen etäpesäkettä
Phrase,p61,Table 5. Definitions of TNM Stage IV,taulu 5. TNM:n vaiheen IV määritelmät
Phrase,p62,TX = Primary tumor cannot be assessed,TX = ensisijaista kasvainta ei voida arvioida
Phrase,p63,Table 2. Definitions of TNM Stage I,taulu 2. TNM:n vaiheen I määritelmät     
Phrase,p64,Added Third-line chemotherapy as a new subsection,lisätty kolmilinjainen kemoterapia uutena alakohtana
Phrase,p65,The presence or absence of distant metastases,etäisten etäpesäkkeiden läsnäolo tai puuttuminen
Phrase,p1,Esophageal Cancer Screening,ruokatorven syövän seulonta
Phrase,p2,Evidence of Harm,todiste haitasta
Phrase,p3,Squamous Cell Cancer,levyepiteelisyöpä
Phrase,p4,Esophageal Cancer (PDQ®): Screening,ruokatorven syöpä (PDQ®):seulonta
Phrase,p5,Internal Validity : Fair,sisäinen luotettavuus：reilu
Phrase,p6,Consistency : Multiple studies,johdonmukaisuus：moninaiset tutkimukset
Phrase,p7,External Validity : Poor,ulkoinen luotettavuus：heikko
Phrase,p8,"Natural History, Incidence, and Mortality","luonnonhistoria, ilmaantuvuus ja kuolleisuus"
Phrase,p9,The epidemiology of these types varies markedly,näiden tyyppien epidemiologia vaihtelee huomattavasti
Phrase,p1,"New cases: 2,240","uudet tapaukset：2,240"
Phrase,p2,male breast cancer,miehen rintasyöpä
Phrase,p3,Initial Surgical Management,alkuperäinen kirurginen hoito
Phrase,p4,Locally Recurrent Disease,paikallisesti uusiutuva sairaus
Phrase,p5,Trastuzumab (under clinical evaluation),trastutsumabi（kliinisen arvioinnin alla）
Phrase,p6,Sexuality and Reproductive Issues,seksuaalisuuteen ja lisääntymiseen liittyvät kysymykset
Phrase,p7,Sweats and Hot Flashes,hikoilut ja kuumat aallot
Phrase,p8,Tamoxifen (under clinical evaluation),tamoksifeeni（kliinisen arvioinnin alla）
Phrase,p9,Male Breast Cancer (PDQ®): Treatment,miehen rintasyöpä (PDQ®): hoito
Phrase,p10,Tamoxifen for estrogen receptor–positive patients,tamoksifeeni estrogeenireseptoripositiivisille potilaille
Phrase,p11,"Initially, hormonal therapy is recommended","aluksi suositellaan hormonaalista hoitoa"
Phrase,p12,Male breast cancer is rare,miehen rintasyöpä on harvinainen
Phrase,p13,CAF: cyclophosphamide plus doxorubicin plus fluorouracil,kemoterapiahoito-ohjelma：syklofosfamidi sekä doksorubisiini sekä fluorourasiili   
Phrase,p14,CMF: cyclophosphamide plus methotrexate plus fluorouracil,kemoterapiahoito-ohjelma：syklofosfamidi sekä metotreksaatti sekä fluorourasiili  
Phrase,p15,General Information About Male Breast Cancer,yleistieto miehen rintasyövästä
Phrase,p16,Hormonal therapies may be used sequentially,hormonaalisia hoitoja voidaan käyttää vaiheittain
Phrase,p17,Treatment Options for Male Breast Cancer,hoitovaihtoehdot miehen rintasyöpään
Phrase,p18,Intraductal cancer has been described as well,myös rintatiehytsyöpä on kuvattu
Phrase,p1,Nausea and Vomiting,pahoinvointi ja oksentaminen
Phrase,p2,Benefit of chemotherapy,kemoterapian hyöty
Phrase,p3,Docetaxel and capecitabine,doketakseli ja kapesitabiini     
Phrase,p4,Adjuvant Systemic Therapy,hoidon tehokkuutta parantava systeeminen hoito
Phrase,p5,Sentinel node biopsy,kehon kudosta poistava tutkimuskoepalan otto
Phrase,p6,Docetaxel plus trastuzumab,doketakseli sekä trastutsumabi 
Phrase,p7,Treatment Option Overview,hoitovaihtoehdon yleiskatsaus
Phrase,p8,Lapatinib plus paclitaxel,lapatinibi sekä paklitakseli   
Phrase,p9,Diagnostics and Survival,diagnostiikka ja selviytyminen
Phrase,p10,Pertuzumab plus trastuzumab,pertutsumabi sekä trastutsumabi  
Phrase,p11,"New cases: 235,030","​uudet tapaukset：235,030"
Phrase,p12,None or tamoxifen,ei mitään tai tamoksifeeni   
Phrase,p13,Triple-Negative Breast Cancer,kolminkertaisesti kielteinen rintasyöpä
Phrase,p14,Preoperative neoadjuvant chemotherapy,ennen leikkausta annettava ennaltaehkäisevä kemoterapia
Phrase,p15,Postoperative adjuvant chemotherapy,leikkauksen jälkeinen ennaltaehkäisevä kemoterapia
Phrase,p16,Post-breast conservation surgery,rinnan suojeluleikkauksen jälkeinen
Phrase,p17,Vinorelbine and epirubicin,vinorelbiini ja epirubisiini 
Phrase,p18,triple-negative breast cancer,kolminkertaisesti kielteinen rintasyöpä
Phrase,p19,Capecitabine and ixabepilone,kapesitabiini ja iksabepiloni    
Phrase,p20,Tamoxifen toxic effects,tamoksifeenin myrkylliset vaikutukset    
Phrase,p21,Docetaxel plus pertuzumab,doketakseli sekä pertutsumabi  
Phrase,p22,recurrent breast cancer,uusiutuva rintasyöpä
Phrase,p23,–M0 includes M0(i+),M0 sisältää M0(i+)n                                             
Phrase,p24,inflammatory breast cancer,tulehduksellinen rintasyöpä
Phrase,p25,Tamoxifen and chemotherapy,tamoksifeeni ja kemoterapia    
Phrase,p26,Lapatinib plus capecitabine,lapatinibi sekä kapesitabiini   
Phrase,p27,Docetaxel and doxorubicin,doketakseli ja doksorubisiini    
Phrase,p28,Doxorubicin and paclitaxel,doksorubisiini ja paklitakseli  
Phrase,p29,Timing of surgery,leikkauksen ajoitus
Phrase,p30,Incidence and Mortality,ilmaantuvuus ja kuolleisuus
Phrase,p31,Lapatinib plus trastuzumab,lapatinibi sekä trastutsumabi     
Phrase,p32,Overview of Chemotherapy,kemoterapian yleiskatsaus
Phrase,p33,Hormone Replacement Therapy,hormonikorvaushoito
Phrase,p34,T1 includes T1mi,T1 sisältää T1mi:n             
Phrase,p35,Docetaxel and cyclophosphamide,doketakseli ja syklofosfamidi  
Phrase,p36,Positive axillary nodes,positiiviset kainalosolmukkeet
Phrase,p37,"CMF: cyclophosphamide, methotrexate, 5-fluorouracil","kemoterapiahoito-ohjelma：syklofosfamidi, metotreksaatti, 5-fluorourasiili"   
Phrase,p38,Large tumors (T2 lesions),suuret kasvaimet（T2-leesiot）
Phrase,p39,"Premenopausal, ER-negative or PR-negative","ennen vaihdevuosia, ER-negatiivinen tai PR-negatiivinen"     
Phrase,p40,stage IV breast cancer,vaiheen IV rintasyöpä
Phrase,p41,Results have been inconsistent,tulokset ovat olleet epäjohdonmukaisia
Phrase,p42,Adult Hodgkin Lymphoma Treatment,aikuisen Hodgkin-lymfooman hoito
Phrase,p43,Axillary lymph node surgery,kainalon imusolmukkeen leikkaus
Phrase,p44,Ductal Carcinoma In Situ,putkimainen alkuperäisessä kohteessa oleva syöpäsoluryhmä
Phrase,p45,HER2/neu receptor status testing,ihmisen epidermaalisen kasvutekijän reseptori 2/valkosolureseptorin statuksen testaus      
Phrase,p46,stage II breast cancer,vaiheen II rintasyöpä
Phrase,p47,"Postmenopausal, ER-negative or PR-negative","vaihdevuosien jälkeinen，ER-negatiivinen tai PR-negatiivinen"   
Phrase,p48,Observation after diagnostic biopsy,havainnointi diagnostisen tutkimuskoepalan jälkeen
Phrase,p49,Sexuality and Reproductive Issues,seksuaalisuuteen ja lisääntymiseen liittyvät kysymykset
Phrase,p50,stage I breast cancer,vaiheen I rintasyöpä
Phrase,p51,"CAF: cyclophosphamide, doxorubicin, 5-fluorouracil","kemoterapiahoito-ohjelma：syklofosfamidi, doksorubisiini, 5-fluorourasiili"  
Phrase,p52,Posttreatment yp M classification,jälkihoidon yp M-luokitus   
Phrase,p53,ER or PR status,ER- tai PR-status        
Phrase,p54,stage IIIB breast cancer,vaiheen IIIB rintasyöpä
Phrase,p55,stage IIIC breast cancer,vaiheen IIIC rintasyöpä
Phrase,p56,Lobular Carcinoma In Situ,lohkomainen alkuperäisessä kohteessa oleva syöpäsoluryhmä
Phrase,p57,Prognostic and Predictive Factors,ennustetekijät
Phrase,p58,Level of evidence: 1iiA,todistetaso：1iiA   
Phrase,p59,BRCA1 and BRCA1 mutations,BRCA1- ja BRCA2-mutaatiot 
Phrase,p60,Recurrent local-regional breast cancer,uusiutuva paikallis-alueellinen rintasyöpä
Phrase,p61,Breast Cancer (PDQ®): Treatment,rintasyöpä (PDQ®): hoito
Phrase,p62,stage IIIA breast cancer,vaiheen IIIA rintasyöpä
Phrase,p63,Adjuvant radiation and chemotherapy,hoidon tehokkuutta parantava säteilytys ja kemoterapia
Phrase,p64,CA: cyclophosphamide and doxorubicin,syöpä：syklofosfamidi ja doksorubisiini     
Phrase,p65,Cardiac mortality decreased accordingly,sydänkuolleisuus laskenut vastaavasti
Phrase,p66,Sweats and Hot Flashes,hikoilut ja kuumat aallot
Phrase,p67,Both T4a and T4b,sekä T4a että T4b                                                                                   
Phrase,p68,"Premenopausal, ER-positive or PR-positive","ennen vaihdevuosia，ER-positiivinen tai PR-positiivinen"  
Phrase,p69,"Stroke RR, 1.06 (0.83–1.36)","aivoinfarkti RR，1.06 (0.83–1.36)"
Phrase,p70,Chemotherapy and tamoxifen risks,kemoterapian ja tamoksifeenin riskit 
Phrase,p71,Level of evidence: 1iDii,todistetaso：1iDii    
Phrase,p72,"Postmenopausal, ER-positive or PR-positive","vaihdevuosien jälkeinen，ER-positiivinen tai PR-positiivinen"    
Phrase,p73,ductal breast carcinoma in situ,putkimainen alkuperäisessä kohteessa oleva rinnan syöpäsoluryhmä
Phrase,p74,Results are expected in 2016,tuloksia odotetaan vuonna 2016
Phrase,p75,General Information About Breast Cancer,yleistieto rintasyövästä
Phrase,p76,Stage Information for Breast Cancer,vaihetieto rintasyöpään
Phrase,p77,Cellular Classification of Breast Cancer,rintasyövän soluluokittelu
Phrase,p78,Adult Soft Tissue Sarcoma Treatment,aikuisen pehmytkudossarkooman hoito
Phrase,p79,Genetic Characteristics and Risk Factors,perinnölliset ominaisuudet ja riskitekijät
Phrase,p80,Stage IV and metastatic disease,vaihe IV ja etäpesäkesairaus
Phrase,p81,"Carcinoma, NOS (not otherwise specified)","​syöpä，NOS (ei ole toisin määritelty)"   
Phrase,p82,No regional lymph node metastases,ei alueellista imusolmukkeen etäpesäkettä
Phrase,p83,Cycle Number and Duration (d),syklin määrä ja kesto（d）
Phrase,p84,Late toxic effects of radiation,säteilytyksen myöhemmät myrkylliset vaikutukset
Phrase,p85,lobular breast carcinoma in situ,lohkomainen alkuperäisessä kohteessä oleva rinnan syöpäsoluryhmä
Phrase,p86,Docetaxel plus trastuzumab and pertuzumab,doketakseli sekä trastutsumabi ja pertutsumabi   
Phrase,p87,"Dose-intensity, dose-density, and high-dose chemotherapy","annosintensiteetti, annostiheys ja suuriannoksinen kemoterapia"
Phrase,p88,"Ovarian ablation, tamoxifen, and chemotherapy","munasolujen tuotantoon liittyvän elimen kirurginen poisto, tamoksifeeni ja kemoterapia"
Phrase,p89,The stage of the disease,sairauden vaihe
Phrase,p90,ER and PR status testing,ER- ja PR-statuksen testaus    
Phrase,p91,Breast-conserving surgery without radiation therapy,​rintoja säästävä leikkaus ilman sädehoitoa
Phrase,p92,Added Pertuzumab as a new subsection,lisätty pertutsumabi uutena alakohtana 
Phrase,p93,Tumors with an extensive intraductal component,​​​kasvaimet pahanlaatuisen rintasyövän osatekijän kanssa
Phrase,p94,Tumor >50 mm in greatest dimension,kasvain >50 mm suurimmassa ulottuvuudessa
Phrase,p95,Total mastectomy with or without tamoxifen,kokonaisvaltainen rinnan poisto tamoksifeenin kanssa tai ilman   
Phrase,p96,Cardiac toxic effects with adjuvant trastuzumab,sydämen myrkylliset vaikutukset hoidon tehokkuutta parantavan trastutsumabin kanssa
Phrase,p97,No difference in OS was observed,eroa OS:ssä ei ole havaittu                                                        
Phrase,p98,Shorter hypofractionation schemes achieve comparable results,lyhyempi sädehoidon antamisjärjestelmä saavuttaa vertailukelpoisia tuloksia
Phrase,p99,Tumor ≤1 mm in greatest dimension,kasvain ≤1 mm suurimmassa ulottuvuudessa
Phrase,p100,Metastases in ipsilateral infraclavicular lymph node(s),etäpesäkkeet solisluun yläpuolen imusolmukkeissa
Phrase,p101,Treatment Options for Patients With DCIS,hoitovaihtoehdot DCIS-potilaille  
Phrase,p102,Metastases in ipsilateral supraclavicular lymph node(s),etäpesäkkeet solisluun yläpuolen imusolmukkeissa
Phrase,p103,Metastases in 4–9 axillary lymph nodes,etäpesäkkeet 4–9 kainalon imusolmukkeissa
Phrase,p104,Metastases in 1–3 axillary lymph nodes,etäpesäkkeet 1-3 kainalon imusolmukkeissa
Phrase,p105,Genetics of Breast and Ovarian Cancer,rinta- ja munasarjasyövän genetiikat
Phrase,p106,Low Risk (Has All Listed Factors),alhainen riski（on kaikki listatut tekijät）
Phrase,p107,Timing of Primary and Adjuvant Therapy,ensisijaisen ja liitännäishoidon ajoitus
Phrase,p108,Metastases in ipsilateral supraclavicular lymph nodes,etäpesäkkeet solisluun yläpuolen imusolmukkeissa
Phrase,p109,Treatment Options for Patients With LCIS,hoitovaihtoehdot LCIS-potilaille 
Phrase,p110,Metastases in ≥10 axillary lymph nodes,etäpesäkkeet ≥10 kainalon imusolmukkeissa
Phrase,p111,Tumor ≤20 mm in greatest dimension,kasvain ≤20 mm suurimmassa ulottuvuudessa
Phrase,p112,Slightly more than 20% had received chemotherapy,vähän yli 20% oli saanut kemoterapiaa
Phrase,p113,"Stage IV, Recurrent, and Metastatic Breast Cancer","vaihe IV, uusiutuva ja etäpesäkerintasyöpä"
Phrase,p114,Final results of this trial are pending,tämän kokeen lopullisia tuloksia odotetaan
Phrase,p115,No regional lymph node metastasis identified histologically,ei tunnistettu alueellista imusolmukkeen etäpesäkettä mikroskooppitutkimuksessa
Phrase,p116,Oral Complications of Chemotherapy and Head/Neck Radiation,kemoterapian ja pää/kaulan säteilytyksen suun sivuvaikutukset
Phrase,p117,"Proliferative capacity of the tumor (e.g., Ki67)","kasvaimen lisääntymiskyky (esim. Ki67)"  
Phrase,p1,Pylori infection eradication,Pylori-tartunnan hävittäminen
Phrase,p2,H. pylori infection eradication,H. Pylori-tartunnan hävittäminen
Phrase,p3,Stomach (Gastric) Cancer (PDQ®): Prevention,vatsasyöpä (vatsalaukku) (PDQ®): ehkäisy
Phrase,p4,Consistency: Small number of studies,johdonmukaisuus：pieni määrä tutkimuksia 
Phrase,p1,Okuda Staging System,Okudan vaiheistusjärjestelmä
Phrase,p2,Treatment option overview--legacy,hoitovaihtoehdon yleiskatsaus--perintö
Phrase,p3,Treatment by stage--legacy,vaiheittainen hoito--perintö
Phrase,p4,Alpha-fetoprotein (AFP) levels,sikiön tuottaman proteiinin（alfafetoproteiini）tasot   
Phrase,p5,adult primary liver cancer,aikuisen ensisijainen maksasyöpä
Phrase,p6,Liver (Hepatocellular) Cancer Screening,maksasyövän（maksasolun）seulonta
Phrase,p7,Multiple tumors >5 cm,moninaiset kasvaimet >5 cm
Phrase,p8,Regional lymph node metastasis,alueellinen imusolmukkeen etäpesäke
